id,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
263,22,100000.0,M,M,450000.0,1.0,TYPE-B,48,1,SEMI-ANNUAL,813077,0,20100210,
264,17,100000.0,S,M,399996.0,5.0,TYPE-B,36,0,SEMI-ANNUAL,279766,1,20081022,20091221.0
265,17,100000.0,M,F,,4.0,TYPE-B,56,2,SEMI-ANNUAL,130633,0,20081125,
266,22,100000.0,M,M,1200000.0,1.0,TYPE-B,37,2,ANNUAL,1260300,1,20111220,20130218.0
267,12,200004.0,M,M,600000.0,1.0,TYPE-B,48,3,SEMI-ANNUAL,1149844,1,20110124,20110920.0
268,32,100003.91,,M,999996.0,2.0,TYPE-A,58,0,ANNUAL,1310266,0,20130228,
269,55,100000.0,S,M,200004.0,1.0,TYPE-B,27,0,ANNUAL,343477,0,20091009,
270,17,125000.0,M,M,,6.0,TYPE-A,64,1,ANNUAL,169155,0,20130214,
271,32,100000.0,W,F,,6.0,TYPE-B,63,0,SEMI-ANNUAL,343344,0,20100831,
272,12,150000.0,S,M,399996.0,1.0,TYPE-B,22,0,ANNUAL,60944,1,20080829,20091027.0
273,12,119999.88,M,M,320004.0,1.0,TYPE-B,29,2,MONTHLY,508611,0,20090206,
274,12,995551.0,M,M,1399992.0,2.0,TYPE-B,39,2,ANNUAL,1288555,0,20130331,
275,25,143259.0,M,M,5735592.0,1.0,TYPE-A,49,2,ANNUAL,1292122,0,20131127,
276,17,121195.32,M,M,499992.0,1.0,TYPE-A,36,2,MONTHLY,343399,0,20131007,
277,22,123707.88,M,F,300000.0,1.0,TYPE-A,40,3,MONTHLY,343344,0,20130628,
278,12,210000.0,,F,600000.0,2.0,TYPE-B,61,0,ANNUAL,1243500,1,20120319,20130518.0
279,17,125479.68,M,F,199992.0,2.0,TYPE-A,53,3,QUARTERLY,343333,0,20131007,
280,56,364471.83,M,M,135000.0,1.0,TYPE-A,49,1,ANNUAL,1219322,1,20120614,20130714.0
281,47,120000.0,S,M,560004.0,1.0,TYPE-B,37,0,SEMI-ANNUAL,204700,0,20080909,
282,17,185560.8,M,M,399996.0,2.0,TYPE-A,48,3,MONTHLY,1097866,0,20121210,
283,12,100000.0,M,F,999996.0,1.0,TYPE-B,46,3,ANNUAL,1128388,0,20100831,
284,12,150000.0,M,M,349992.0,5.0,TYPE-B,30,3,ANNUAL,639677,0,20091127,
285,88,102387.12,,M,499992.0,2.0,TYPE-A,41,0,MONTHLY,1463499,0,20130930,
286,56,100000.0,M,F,800004.0,1.0,TYPE-B,38,1,ANNUAL,989211,1,20100820,20111019.0
287,27,100000.0,S,M,425004.0,1.0,TYPE-B,28,0,ANNUAL,225699,1,20091230,20110226.0
288,32,100000.0,M,F,500004.0,1.0,TYPE-B,53,2,ANNUAL,180566,0,20080627,
289,12,300002.4,M,M,380784.0,1.0,TYPE-B,34,1,MONTHLY,13722,1,20090330,20090926.0
290,12,100000.0,M,M,399996.0,1.0,TYPE-B,58,1,ANNUAL,138377,0,20100331,
291,12,100000.0,S,M,350004.0,1.0,TYPE-B,29,0,ANNUAL,96911,0,20080530,
292,22,128862.52,,M,300000.0,2.0,TYPE-A,41,0,ANNUAL,1355366,0,20121231,
293,89,100969.23,,F,294228.0,2.0,TYPE-A,39,0,ANNUAL,1364600,0,20121210,
294,74,121580.28,,M,1974996.0,1.0,TYPE-A,33,2,MONTHLY,1367566,0,20131022,
295,27,100000.0,,,,1.0,TYPE-B,71,2,ANNUAL,898288,0,20100317,
296,17,120887.46,M,M,1200000.0,1.0,TYPE-A,57,3,ANNUAL,343355,0,20131031,
297,37,100000.0,M,M,500004.0,1.0,TYPE-B,58,3,SEMI-ANNUAL,348355,1,20100809,20120407.0
298,17,184770.93,M,F,450000.0,1.0,TYPE-A,43,2,ANNUAL,343344,0,20130628,
299,12,101000.0,M,M,219996.0,1.0,TYPE-B,41,3,ANNUAL,665555,1,20090331,20100527.0
300,12,300002.4,M,M,799992.0,2.0,TYPE-B,41,3,MONTHLY,708822,1,20130114,20130513.0
301,27,100000.0,M,M,549996.0,1.0,TYPE-B,51,3,ANNUAL,810444,1,20100224,20110425.0
302,17,100000.0,,,,1.0,TYPE-B,42,0,ANNUAL,3077,1,20071217,20110215.0
303,17,248231.16,M,M,799992.0,1.0,TYPE-A,59,3,MONTHLY,343344,0,20120928,
304,12,100000.0,M,F,450000.0,5.0,TYPE-B,45,1,ANNUAL,785122,1,20091020,20101218.0
305,12,100000.0,,M,180000.0,1.0,TYPE-B,59,0,SEMI-ANNUAL,241922,0,20120110,
306,12,100000.0,M,F,300000.0,1.0,TYPE-B,36,2,ANNUAL,639488,0,20090429,
307,55,100000.0,M,F,399996.0,1.0,TYPE-B,40,1,ANNUAL,89933,0,20100331,
308,12,125000.0,,M,600000.0,1.0,TYPE-B,59,0,ANNUAL,1219777,0,20130320,
309,12,100000.0,M,M,424992.0,1.0,TYPE-B,28,2,SEMI-ANNUAL,1469533,0,20131008,
310,22,154635.15,M,F,499992.0,1.0,TYPE-A,47,2,ANNUAL,343377,0,20131007,
311,17,100000.0,M,M,1200000.0,1.0,TYPE-B,39,3,ANNUAL,34866,0,20080902,
312,79,200000.0,,,,1.0,TYPE-B,45,0,ANNUAL,280466,0,20100730,
313,12,190000.0,M,F,1950000.0,1.0,TYPE-B,39,1,ANNUAL,1089600,1,20101231,20120226.0
314,55,100000.0,,,,1.0,TYPE-B,70,0,ANNUAL,289833,0,20080630,
315,27,100000.0,,,,4.0,TYPE-B,62,3,SEMI-ANNUAL,309877,1,20100722,20110323.0
316,17,124198.56,,F,2199996.0,1.0,TYPE-A,42,0,MONTHLY,343477,0,20130429,
317,17,120887.46,M,M,1999992.0,2.0,TYPE-A,57,3,ANNUAL,348099,0,20130731,
318,22,123710.28,,M,399996.0,2.0,TYPE-A,60,1,MONTHLY,343488,0,20131010,
319,42,100000.0,M,F,999996.0,1.0,TYPE-B,52,1,ANNUAL,944999,1,20100330,20110527.0
320,12,100000.0,M,M,429996.0,1.0,TYPE-B,41,1,ANNUAL,17277,0,20080220,
321,32,151521.94,M,M,3000000.0,5.0,TYPE-A,50,1,ANNUAL,1299066,1,20120723,20130822.0
322,12,230000.0,M,F,360000.0,1.0,TYPE-B,25,2,ANNUAL,630055,1,20120321,20130520.0
323,17,180830.52,M,M,3999996.0,5.0,TYPE-A,41,2,MONTHLY,343344,0,20120622,
324,58,240000.0,M,F,,4.0,TYPE-B,36,1,MONTHLY,348355,0,20100826,
325,80,145999.93,,M,799992.0,2.0,TYPE-A,48,0,ANNUAL,1391233,0,20130228,
326,77,250000.27,,F,649992.0,1.0,TYPE-A,50,0,ANNUAL,1378055,0,20130805,
327,12,1000000.0,,M,2400000.0,2.0,TYPE-B,69,3,SEMI-ANNUAL,849666,1,20120330,20121127.0
328,17,100000.8,S,M,260004.0,1.0,TYPE-B,25,0,MONTHLY,105633,0,20081031,
329,17,129491.64,M,F,,6.0,TYPE-A,66,2,MONTHLY,343344,0,20130416,
330,17,101460.92,,M,,6.0,TYPE-A,75,1,QUARTERLY,1097866,0,20120731,
331,55,127445.25,M,F,480000.0,1.0,TYPE-A,50,3,ANNUAL,1186544,1,20110203,20120304.0
332,17,100164.16,,,,1.0,TYPE-B,51,0,ANNUAL,636277,1,20090529,20100727.0
333,12,500000.0,M,F,399996.0,2.0,TYPE-B,45,1,ANNUAL,319266,1,20120223,20130424.0
334,17,129239.88,M,F,600000.0,2.0,TYPE-A,62,1,MONTHLY,348355,0,20120920,
335,12,100000.0,M,M,549996.0,1.0,TYPE-B,36,3,ANNUAL,1313077,1,20120629,20130827.0
336,17,116019.62,M,M,999996.0,1.0,TYPE-A,37,1,SEMI-ANNUAL,179633,1,20090309,20100408.0
337,32,100000.46,M,M,900000.0,2.0,TYPE-A,46,3,ANNUAL,1289355,1,20120320,20130419.0
338,29,100000.0,M,M,,6.0,TYPE-B,66,3,QUARTERLY,343466,0,20100224,
339,12,100000.0,M,M,,6.0,TYPE-B,62,3,ANNUAL,1235588,1,20120830,20131027.0
340,12,149999.99,M,F,500004.0,1.0,TYPE-B,54,2,ANNUAL,1179200,1,20110411,20120610.0
341,92,122991.24,,M,,1.0,TYPE-A,43,0,MONTHLY,347955,0,20131111,
342,12,150000.0,,M,153552.0,1.0,TYPE-B,61,0,ANNUAL,281055,0,20130331,
343,12,244000.0,,M,450000.0,1.0,TYPE-B,55,2,SEMI-ANNUAL,1318400,1,20130128,20130925.0
344,17,233565.05,,M,360000.0,1.0,TYPE-A,52,0,ANNUAL,1296988,0,20121031,
345,12,100200.0,S,M,300000.0,1.0,TYPE-B,26,0,MONTHLY,325777,1,20090331,20091227.0
346,92,555554.02,,F,1200000.0,1.0,TYPE-A,65,0,ANNUAL,1126533,1,20110817,20120916.0
347,38,200000.0,W,F,1290948.0,1.0,TYPE-B,56,0,ANNUAL,1048922,0,20100831,
348,12,499999.99,S,M,999996.0,1.0,TYPE-B,51,0,ANNUAL,1200999,1,20110614,20120813.0
349,27,100000.0,M,M,500004.0,1.0,TYPE-B,45,1,ANNUAL,761155,1,20100107,20110308.0
350,27,119996.28,M,M,600000.0,2.0,TYPE-A,40,1,MONTHLY,1315811,1,20120629,20120912.0
351,12,511000.0,S,M,1700004.0,1.0,TYPE-B,30,0,ANNUAL,111233,0,20080131,
352,27,100000.0,,,,1.0,TYPE-B,51,0,ANNUAL,879266,0,20100315,
353,72,150000.0,,M,,1.0,TYPE-A,62,1,ANNUAL,1162033,0,20101216,
354,12,125000.0,M,M,253992.0,1.0,TYPE-B,46,3,ANNUAL,1404500,0,20130530,
355,17,100000.0,M,M,500004.0,1.0,TYPE-B,48,1,ANNUAL,511177,0,20100125,
356,12,100000.0,M,M,1017996.0,1.0,TYPE-B,53,2,ANNUAL,613188,0,20091229,
357,46,199999.0,M,M,699996.0,1.0,TYPE-B,39,3,SEMI-ANNUAL,205344,0,20080502,
358,43,120000.0,M,M,500004.0,1.0,TYPE-B,41,2,ANNUAL,587822,0,20091120,
359,12,100000.0,M,M,600000.0,2.0,TYPE-B,42,1,ANNUAL,1156400,1,20111031,20121227.0
360,12,300000.0,,M,249996.0,2.0,TYPE-B,67,2,ANNUAL,924677,1,20120827,20131024.0
361,12,100000.0,M,M,500004.0,1.0,TYPE-B,42,2,SEMI-ANNUAL,703222,0,20090731,
362,25,100000.0,M,M,900000.0,1.0,TYPE-B,59,2,SEMI-ANNUAL,343344,0,20081223,
363,42,100000.8,,,,1.0,TYPE-B,57,1,MONTHLY,671000,0,20090630,
364,12,200000.0,,M,600000.0,1.0,TYPE-B,62,0,ANNUAL,1102700,0,20120330,
365,12,500000.0,,M,999996.0,2.0,TYPE-B,57,0,ANNUAL,471366,0,20120229,
366,17,100000.0,M,M,9999996.0,1.0,TYPE-B,49,1,ANNUAL,49188,1,20080225,20090424.0
367,22,100000.42,M,M,999996.0,1.0,TYPE-A,34,3,ANNUAL,1373277,0,20130204,
368,27,123719.16,M,F,2499996.0,1.0,TYPE-A,43,2,MONTHLY,343477,0,20130710,
369,27,120028.44,M,M,1299996.0,1.0,TYPE-A,40,2,MONTHLY,19733,0,20130131,
370,12,120000.96,M,M,349992.0,5.0,TYPE-B,56,1,MONTHLY,1349888,0,20121227,
371,17,200839.8,M,M,999996.0,1.0,TYPE-A,44,2,MONTHLY,343344,0,20131031,
372,17,112000.88,,M,399996.0,2.0,TYPE-A,52,0,SEMI-ANNUAL,680855,0,20130731,
373,77,274990.82,,M,,6.0,TYPE-A,64,0,ANNUAL,624800,0,20131129,
374,17,124106.64,M,M,499992.0,1.0,TYPE-A,33,3,MONTHLY,343344,0,20120712,
375,12,996970.0,M,M,699996.0,1.0,TYPE-B,42,2,ANNUAL,1401199,0,20130331,
376,12,120000.96,M,F,530004.0,1.0,TYPE-B,36,1,MONTHLY,1219211,0,20110331,
377,22,100000.0,S,M,350004.0,1.0,TYPE-B,25,0,SEMI-ANNUAL,794322,0,20091026,
378,17,119194.1,M,M,,6.0,TYPE-A,59,3,ANNUAL,1077544,0,20120821,
379,22,250000.0,M,M,999996.0,1.0,TYPE-B,45,3,ANNUAL,739300,0,20091231,
380,12,100000.0,M,M,1500000.0,5.0,TYPE-B,47,3,ANNUAL,1311055,1,20120430,20130627.0
381,12,200000.0,M,M,399996.0,1.0,TYPE-B,50,2,SEMI-ANNUAL,1368044,0,20130330,
382,83,100000.09,,M,600000.0,1.0,TYPE-A,61,0,ANNUAL,41622,0,20110718,
383,17,523805.4,M,M,4999992.0,2.0,TYPE-A,43,3,ANNUAL,1367777,0,20121231,
384,48,100000.0,M,M,300000.0,5.0,TYPE-B,37,3,ANNUAL,99966,1,20080129,20090329.0
385,39,142499.25,S,F,999996.0,1.0,TYPE-B,55,0,ANNUAL,1112455,0,20100830,
386,12,150000.0,M,M,199992.0,5.0,TYPE-B,54,3,ANNUAL,869588,1,20100413,20120612.0
387,12,100000.8,M,M,1500000.0,1.0,TYPE-B,54,3,MONTHLY,586666,0,20090227,
388,12,100000.0,M,M,900000.0,2.0,TYPE-B,53,3,ANNUAL,1325688,1,20120608,20130807.0
389,17,120639.64,,F,600000.0,1.0,TYPE-A,53,0,QUARTERLY,343344,0,20130330,
390,27,100001.74,M,M,600000.0,1.0,TYPE-A,49,2,ANNUAL,1254500,1,20110928,20121028.0
391,38,150000.0,M,M,840000.0,1.0,TYPE-B,56,3,ANNUAL,1031755,0,20100720,
392,17,100514.2,M,M,399996.0,1.0,TYPE-A,41,2,ANNUAL,910399,1,20101126,20111226.0
393,17,100000.0,S,M,1208088.0,1.0,TYPE-B,38,0,ANNUAL,73366,0,20080930,
394,17,119086.27,W,F,379992.0,1.0,TYPE-A,59,0,ANNUAL,343344,0,20130621,
395,78,100000.0,,,,1.0,TYPE-B,53,0,SEMI-ANNUAL,453433,0,20100524,
396,22,154635.15,M,F,309996.0,2.0,TYPE-A,47,2,ANNUAL,343344,0,20131008,
397,27,140000.0,M,F,500004.0,1.0,TYPE-B,58,2,SEMI-ANNUAL,534911,0,20090929,
398,17,100000.0,M,M,2499996.0,1.0,TYPE-B,40,1,ANNUAL,167422,0,20080331,
399,35,100000.0,M,M,1200000.0,1.0,TYPE-B,49,3,ANNUAL,150411,0,20081015,
400,32,122471.04,M,M,600000.0,2.0,TYPE-A,46,1,MONTHLY,1395555,0,20130731,
401,22,100000.0,S,M,2600004.0,1.0,TYPE-B,41,0,ANNUAL,739188,0,20101223,
402,27,125000.0,M,F,500004.0,1.0,TYPE-B,35,3,ANNUAL,829455,1,20100112,20110313.0
403,12,199424.0,M,M,3999996.0,2.0,TYPE-B,51,3,ANNUAL,1189422,0,20130425,
404,35,100000.0,M,F,,4.0,TYPE-B,59,1,SEMI-ANNUAL,1079488,0,20100806,
405,22,103090.03,M,F,600000.0,1.0,TYPE-A,28,1,ANNUAL,452622,0,20130228,
406,34,108000.0,S,F,252000.0,1.0,TYPE-B,60,0,MONTHLY,343333,0,20091222,
407,17,113870.74,M,M,600000.0,1.0,TYPE-A,45,2,ANNUAL,343344,0,20130430,
408,44,100000.0,M,M,1100004.0,1.0,TYPE-B,41,3,SEMI-ANNUAL,343344,0,20080716,
409,45,102102.53,M,M,300000.0,1.0,TYPE-B,40,3,ANNUAL,36677,0,20080129,
410,12,100000.0,M,F,219996.0,1.0,TYPE-B,47,3,ANNUAL,437477,0,20100226,
411,17,112782.11,M,M,600000.0,1.0,TYPE-A,39,3,ANNUAL,343344,0,20130331,
412,37,100000.0,M,M,300000.0,1.0,TYPE-B,48,3,SEMI-ANNUAL,508211,0,20090203,
413,22,100005.0,S,M,1200000.0,1.0,TYPE-B,34,0,ANNUAL,33711,1,20080630,20100827.0
414,12,120000.96,D,M,200004.0,1.0,TYPE-B,40,0,MONTHLY,364166,1,20081031,20090226.0
415,12,1000000.0,M,M,4200000.0,2.0,TYPE-B,50,1,SEMI-ANNUAL,1304466,0,20120330,
416,12,100000.0,M,M,300000.0,1.0,TYPE-B,48,1,QUARTERLY,49633,1,20080129,20080627.0
417,45,200000.0,M,M,1200000.0,1.0,TYPE-B,49,3,ANNUAL,304122,1,20100826,20111025.0
418,17,106002.96,M,M,1599996.0,1.0,TYPE-A,59,3,MONTHLY,343466,0,20131017,
419,17,324971.17,M,M,600000.0,2.0,TYPE-A,34,3,ANNUAL,343477,0,20130729,
420,22,123898.44,,M,,6.0,TYPE-A,84,0,MONTHLY,19733,0,20130829,
421,12,199999.99,M,M,399996.0,2.0,TYPE-B,50,1,ANNUAL,494877,1,20120217,20130418.0
422,56,272000.11,M,M,399996.0,2.0,TYPE-A,49,2,ANNUAL,1473166,0,20131023,
423,17,105192.84,M,M,750000.0,1.0,TYPE-A,54,3,MONTHLY,1079488,0,20130529,
424,12,100000.0,,M,499992.0,1.0,TYPE-B,60,0,ANNUAL,1125722,1,20110623,20120822.0
425,12,100000.0,M,M,500004.0,1.0,TYPE-B,36,1,SEMI-ANNUAL,412100,1,20080930,20090527.0
426,27,249999.76,,M,3499992.0,1.0,TYPE-A,46,1,ANNUAL,1294311,0,20120215,
427,12,500000.0,,M,450000.0,1.0,TYPE-B,39,1,ANNUAL,220044,1,20120330,20130527.0
428,18,130415.36,M,M,1099992.0,1.0,TYPE-A,62,1,SEMI-ANNUAL,1292122,0,20130228,
429,17,100000.0,M,M,290004.0,1.0,TYPE-B,44,1,SEMI-ANNUAL,205600,0,20081020,
430,53,100000.0,S,M,6500004.0,1.0,TYPE-B,30,0,ANNUAL,647455,0,20090520,
431,12,180005.04,M,M,1500000.0,1.0,TYPE-B,50,1,MONTHLY,1225022,0,20110331,
432,38,100000.0,M,M,399996.0,1.0,TYPE-B,56,2,ANNUAL,1018333,0,20100729,
433,17,123712.92,M,M,399996.0,1.0,TYPE-A,51,1,MONTHLY,343344,0,20131129,
434,54,100002.35,,M,600000.0,1.0,TYPE-A,55,2,ANNUAL,1440200,0,20131113,
435,17,107480.4,M,F,180000.0,1.0,TYPE-A,38,3,MONTHLY,1147077,1,20110328,20110411.0
436,22,100000.0,,,,1.0,TYPE-B,47,0,SEMI-ANNUAL,693255,1,20090722,20100323.0
437,12,10100000.0,,M,,2.0,TYPE-B,27,0,ANNUAL,872066,0,20130215,
438,50,199998.0,M,M,600000.0,1.0,TYPE-B,34,2,SEMI-ANNUAL,130999,0,20071231,
439,12,100000.0,M,M,439992.0,1.0,TYPE-B,42,1,SEMI-ANNUAL,627600,1,20120111,20120909.0
440,67,100000.0,M,M,999996.0,1.0,TYPE-B,25,2,ANNUAL,739300,1,20100831,20121027.0
441,38,100000.0,M,M,300000.0,1.0,TYPE-B,46,1,QUARTERLY,348355,1,20090925,20100223.0
442,17,100000.51,S,M,499992.0,2.0,TYPE-A,29,0,ANNUAL,1363911,0,20131031,
443,29,100000.0,M,M,500004.0,1.0,TYPE-B,56,1,ANNUAL,54100,0,20080221,
444,22,150786.91,M,M,12499992.0,1.0,TYPE-A,48,1,ANNUAL,1222022,0,20130531,
445,17,100000.0,M,M,180000.0,1.0,TYPE-B,51,2,SEMI-ANNUAL,132888,1,20090318,20091117.0
446,12,200000.0,S,F,319992.0,1.0,TYPE-B,24,0,ANNUAL,1269899,0,20130331,
447,27,100000.0,M,M,249996.0,1.0,TYPE-B,48,2,ANNUAL,260122,1,20080930,20091127.0
448,27,120000.96,,,,1.0,TYPE-B,56,1,MONTHLY,309877,1,20100330,20100727.0
449,37,200000.0,,,,1.0,TYPE-B,60,2,ANNUAL,343344,0,20080828,
450,12,240001.92,M,M,799992.0,1.0,TYPE-B,58,3,MONTHLY,1349644,0,20130129,
451,34,100000.0,M,M,300000.0,1.0,TYPE-B,61,3,QUARTERLY,343499,0,20100709,
452,12,100000.0,M,F,500004.0,1.0,TYPE-B,30,1,ANNUAL,202200,1,20101119,20130118.0
453,17,100000.0,M,M,800004.0,1.0,TYPE-B,48,2,ANNUAL,863600,0,20100506,
454,12,192001.44,,M,199992.0,2.0,TYPE-B,49,0,MONTHLY,1271677,1,20130319,20130818.0
455,12,100000.0,,F,799992.0,2.0,TYPE-B,49,0,SEMI-ANNUAL,746500,1,20120215,20121014.0
456,52,100000.0,M,M,2799996.0,1.0,TYPE-B,33,3,SEMI-ANNUAL,149988,0,20080201,
457,12,499999.99,M,M,999996.0,1.0,TYPE-B,49,1,ANNUAL,1288555,1,20120222,20130423.0
458,37,150000.0,M,F,1099992.0,1.0,TYPE-B,58,3,ANNUAL,537411,0,20100412,
459,12,119999.99,M,F,319992.0,1.0,TYPE-B,55,3,ANNUAL,225699,0,20111230,
460,50,150000.0,M,M,800004.0,1.0,TYPE-B,45,3,MONTHLY,309877,1,20100528,20100926.0
461,90,799999.74,,F,999996.0,1.0,TYPE-A,76,0,ANNUAL,132000,0,20130330,
462,27,150000.0,M,M,999996.0,1.0,TYPE-B,37,3,ANNUAL,723566,1,20091231,20110226.0
463,12,100000.0,,F,699996.0,2.0,TYPE-B,61,2,ANNUAL,1394333,0,20130331,
464,12,199999.99,M,M,2000004.0,1.0,TYPE-B,61,1,ANNUAL,1217788,1,20110331,20130527.0
465,12,200000.0,,,,1.0,TYPE-B,48,0,SEMI-ANNUAL,534299,1,20100628,20120225.0
466,12,100000.0,S,M,297996.0,1.0,TYPE-B,25,0,QUARTERLY,96355,0,20080331,
467,17,300002.4,M,M,800004.0,1.0,TYPE-B,49,2,MONTHLY,639488,0,20091125,
468,57,201000.0,M,F,999996.0,1.0,TYPE-B,38,2,ANNUAL,992500,1,20100512,20110711.0
469,12,200000.0,M,M,6300000.0,1.0,TYPE-B,34,2,ANNUAL,39766,1,20101029,20121227.0
470,17,299999.85,M,M,900000.0,2.0,TYPE-A,54,3,ANNUAL,268344,0,20130930,
471,59,100000.0,S,M,399996.0,1.0,TYPE-B,24,0,ANNUAL,295888,0,20090106,
472,22,126000.0,M,F,333000.0,1.0,TYPE-B,42,1,ANNUAL,1137699,1,20101008,20111207.0
473,12,100000.0,,,,1.0,TYPE-B,23,3,SEMI-ANNUAL,544200,0,20090130,
474,76,253875.0,S,M,1200000.0,1.0,TYPE-A,26,0,ANNUAL,1186166,0,20110331,
475,12,100000.0,,,,1.0,TYPE-B,59,0,ANNUAL,923488,1,20100831,20121027.0
476,12,100002.0,M,F,1100004.0,1.0,TYPE-B,59,3,ANNUAL,537411,0,20110210,
477,17,100000.0,M,M,750000.0,1.0,TYPE-B,47,1,ANNUAL,218488,0,20100505,
478,12,200000.0,,,,1.0,TYPE-B,43,0,QUARTERLY,717255,1,20100730,20110926.0
479,12,325000.0,M,M,879996.0,2.0,TYPE-B,44,2,ANNUAL,820144,1,20120223,20130423.0
480,35,200000.0,M,F,300000.0,1.0,TYPE-B,50,1,QUARTERLY,150899,0,20080331,
481,9,100000.0,M,F,,4.0,TYPE-B,42,2,ANNUAL,161688,0,20081229,
482,22,399999.54,,M,2499996.0,1.0,TYPE-A,43,0,ANNUAL,1374077,0,20130927,
483,27,120000.96,M,F,174996.0,1.0,TYPE-B,45,3,MONTHLY,428277,0,20100118,
484,32,159442.0,M,M,2499996.0,1.0,TYPE-A,46,3,SEMI-ANNUAL,344055,0,20110830,
485,47,850000.26,M,M,799992.0,1.0,TYPE-A,58,3,ANNUAL,1290566,1,20120319,20130418.0
486,87,252576.43,,M,1399992.0,1.0,TYPE-A,47,0,ANNUAL,1186166,1,20110524,20120623.0
487,12,150000.0,M,F,150000.0,1.0,TYPE-B,41,3,ANNUAL,212722,1,20120213,20130414.0
488,12,300000.0,M,F,500004.0,1.0,TYPE-B,46,3,ANNUAL,703388,0,20100331,
489,46,100000.0,M,M,249996.0,1.0,TYPE-B,39,2,SEMI-ANNUAL,613633,0,20090429,
490,12,300000.0,S,M,1222992.0,1.0,TYPE-B,29,0,ANNUAL,1252788,1,20120319,20130516.0
491,46,175000.0,M,M,999996.0,1.0,TYPE-B,49,2,ANNUAL,832244,0,20100215,
492,100,100617.7,,M,,1.0,TYPE-A,40,0,SEMI-ANNUAL,1132688,1,20110131,20130227.0
493,12,120000.0,,M,499992.0,1.0,TYPE-B,76,0,ANNUAL,708822,1,20110613,20120812.0
494,77,101316.84,,M,1899996.0,1.0,TYPE-A,30,3,MONTHLY,1410655,0,20130925,
495,17,170766.05,S,F,499992.0,1.0,TYPE-A,55,0,ANNUAL,343344,0,20130415,
496,30,100000.0,M,M,349992.0,1.0,TYPE-B,64,2,ANNUAL,854233,0,20100326,
497,12,135000.0,,M,2199996.0,2.0,TYPE-B,65,1,ANNUAL,1219322,0,20130228,
498,47,120000.96,M,M,480000.0,1.0,TYPE-B,37,1,MONTHLY,321788,1,20081031,20091227.0
499,22,100000.0,M,F,999996.0,1.0,TYPE-B,46,1,ANNUAL,912022,1,20100409,20120607.0
500,24,100000.0,S,F,,6.0,TYPE-B,60,0,SEMI-ANNUAL,343344,0,20090929,
501,12,600004.8,,M,1800000.0,2.0,TYPE-B,43,3,MONTHLY,1240577,1,20120330,20120727.0
502,101,100212.83,,M,,1.0,TYPE-A,24,0,ANNUAL,1195022,1,20110331,20120427.0
503,32,101017.07,,M,,1.0,TYPE-A,40,1,ANNUAL,1231777,1,20111017,20121114.0
504,25,300000.0,M,M,,6.0,TYPE-B,69,2,SEMI-ANNUAL,309877,1,20100920,20110513.0
505,22,128862.53,,M,1822788.0,1.0,TYPE-A,51,0,ANNUAL,1192400,0,20131125,
506,38,100000.0,S,F,350004.0,1.0,TYPE-B,46,0,SEMI-ANNUAL,343344,0,20091110,
507,12,100000.0,M,F,150000.0,1.0,TYPE-B,35,1,ANNUAL,773733,0,20101126,
508,17,115703.41,M,M,999996.0,2.0,TYPE-A,44,1,ANNUAL,1077600,0,20120330,
509,17,100001.18,M,F,199992.0,2.0,TYPE-A,65,3,SEMI-ANNUAL,348099,0,20130320,
510,17,125107.78,,M,600000.0,2.0,TYPE-A,40,0,ANNUAL,1358211,0,20121214,
511,12,100000.0,M,F,319836.0,1.0,TYPE-B,35,3,ANNUAL,579966,0,20090831,
512,12,150000.0,S,M,2799996.0,1.0,TYPE-B,39,0,ANNUAL,1379866,0,20130228,
513,22,103090.05,M,M,499992.0,1.0,TYPE-A,53,3,ANNUAL,343488,0,20130926,
514,17,121195.32,M,M,999996.0,1.0,TYPE-A,33,1,MONTHLY,343344,0,20130826,
515,19,300000.0,S,F,150000.0,1.0,TYPE-B,65,0,ANNUAL,343344,0,20091124,
516,39,500000.0,M,M,1688124.0,1.0,TYPE-B,55,3,ANNUAL,1130944,0,20100913,
517,22,123358.92,M,F,499992.0,1.0,TYPE-A,50,2,MONTHLY,343477,0,20130916,
518,22,126999.16,,M,,6.0,TYPE-A,78,3,ANNUAL,1320733,0,20121213,
519,12,100000.0,M,M,319992.0,1.0,TYPE-B,38,3,ANNUAL,1358799,0,20121219,
520,12,100000.0,M,M,,6.0,TYPE-B,58,3,ANNUAL,44811,0,20080225,
521,22,100000.0,M,M,1170000.0,1.0,TYPE-B,29,2,ANNUAL,222777,0,20081229,
522,17,100000.0,M,M,600000.0,1.0,TYPE-B,50,3,ANNUAL,2422,0,20071231,
523,27,100000.0,,,,1.0,TYPE-B,45,0,ANNUAL,750455,1,20100331,20110527.0
524,12,132678.08,M,M,499992.0,1.0,TYPE-A,66,1,QUARTERLY,1132655,1,20110329,20120127.0
525,12,100000.0,M,M,500004.0,1.0,TYPE-B,40,1,ANNUAL,70800,1,20090330,20100527.0
526,12,100000.8,S,M,300000.0,1.0,TYPE-B,28,0,MONTHLY,788755,1,20100219,20100618.0
